Department,Hire_Date,Termination_Date,Tenure,Tenure_Distribution
"Human Resources",2006-07-11,,NULL,"LEGACY TENURE"
"Human Resources",2006-02-27,2016-01-28,9.9233,"MEDIUM TERM"
"Human Resources",2019-07-30,,NULL,"LEGACY TENURE"
"Human Resources",2010-03-12,2011-11-19,1.6904,"ENTRY LEVEL"
"Human Resources",2011-02-13,2024-07-12,13.4192,"LONG TERM"
"Human Resources",2019-09-09,,NULL,"LEGACY TENURE"
"Human Resources",2004-10-13,,NULL,"LEGACY TENURE"
"Human Resources",2005-05-29,,NULL,"LEGACY TENURE"
"Human Resources",2004-02-24,,NULL,"LEGACY TENURE"
"Human Resources",2011-08-19,,NULL,"LEGACY TENURE"
"Human Resources",2020-04-18,,NULL,"LEGACY TENURE"
"Human Resources",2004-01-28,,NULL,"LEGACY TENURE"
"Human Resources",2003-08-21,,NULL,"LEGACY TENURE"
"Human Resources",2007-10-21,,NULL,"LEGACY TENURE"
"Human Resources",2005-06-26,,NULL,"LEGACY TENURE"
"Human Resources",2007-06-01,,NULL,"LEGACY TENURE"
"Human Resources",2011-05-02,,NULL,"LEGACY TENURE"
"Human Resources",2008-08-27,,NULL,"LEGACY TENURE"
"Human Resources",2004-04-28,,NULL,"LEGACY TENURE"
"Human Resources",2016-06-10,,NULL,"LEGACY TENURE"
"Human Resources",2015-12-24,,NULL,"LEGACY TENURE"
"Human Resources",2017-06-29,,NULL,"LEGACY TENURE"
"Human Resources",2012-02-29,,NULL,"LEGACY TENURE"
"Human Resources",2010-01-23,2014-11-08,4.7945,"MEDIUM TERM"
"Human Resources",2009-02-03,,NULL,"LEGACY TENURE"
"Human Resources",2008-05-11,,NULL,"LEGACY TENURE"
"Human Resources",2013-02-28,,NULL,"LEGACY TENURE"
"Human Resources",2006-12-20,,NULL,"LEGACY TENURE"
"Human Resources",2001-12-12,,NULL,"LEGACY TENURE"
"Human Resources",2010-03-02,2012-04-30,2.1644,"ENTRY LEVEL"
"Human Resources",2013-11-06,2015-08-27,1.8055,"ENTRY LEVEL"
"Human Resources",2006-04-13,,NULL,"LEGACY TENURE"
"Human Resources",2004-02-23,,NULL,"LEGACY TENURE"
"Human Resources",2007-11-27,,NULL,"LEGACY TENURE"
"Human Resources",2008-04-02,,NULL,"LEGACY TENURE"
"Human Resources",2004-05-22,,NULL,"LEGACY TENURE"
"Human Resources",2012-02-06,,NULL,"LEGACY TENURE"
"Human Resources",2001-06-06,,NULL,"LEGACY TENURE"
"Human Resources",2007-09-24,,NULL,"LEGACY TENURE"
"Human Resources",2020-05-21,,NULL,"LEGACY TENURE"
"Human Resources",2012-11-03,,NULL,"LEGACY TENURE"
"Human Resources",2002-04-30,2006-08-09,4.2795,"MEDIUM TERM"
"Human Resources",2014-02-20,,NULL,"LEGACY TENURE"
"Human Resources",2005-11-16,2016-09-12,10.8301,"LONG TERM"
"Human Resources",2010-10-27,,NULL,"LEGACY TENURE"
"Human Resources",2009-05-13,,NULL,"LEGACY TENURE"
"Human Resources",2010-12-11,,NULL,"LEGACY TENURE"
"Human Resources",2018-02-26,,NULL,"LEGACY TENURE"
"Human Resources",2009-06-05,2013-01-17,3.6219,"MEDIUM TERM"
"Human Resources",2013-05-04,,NULL,"LEGACY TENURE"
"Human Resources",2008-05-08,2023-10-31,15.4904,"LONG TERM"
"Human Resources",2003-02-28,2023-11-07,20.7041,"LEGACY TENURE"
"Human Resources",2015-07-21,,NULL,"LEGACY TENURE"
"Human Resources",2014-06-10,,NULL,"LEGACY TENURE"
"Human Resources",2016-09-23,,NULL,"LEGACY TENURE"
"Human Resources",2005-05-04,,NULL,"LEGACY TENURE"
"Human Resources",2018-04-14,,NULL,"LEGACY TENURE"
"Human Resources",2003-09-21,,NULL,"LEGACY TENURE"
"Human Resources",2007-10-05,,NULL,"LEGACY TENURE"
"Human Resources",2019-03-08,,NULL,"LEGACY TENURE"
"Human Resources",2008-07-05,,NULL,"LEGACY TENURE"
"Human Resources",2019-03-06,2020-12-15,1.7808,"ENTRY LEVEL"
"Human Resources",2006-11-07,,NULL,"LEGACY TENURE"
"Human Resources",2007-07-30,2022-12-24,15.4137,"LONG TERM"
"Human Resources",2003-04-26,2008-12-04,5.6137,"MEDIUM TERM"
"Human Resources",2004-09-28,,NULL,"LEGACY TENURE"
"Human Resources",2007-05-15,,NULL,"LEGACY TENURE"
"Human Resources",2002-03-07,,NULL,"LEGACY TENURE"
"Human Resources",2006-08-20,2010-12-02,4.2877,"MEDIUM TERM"
"Human Resources",2008-02-14,,NULL,"LEGACY TENURE"
"Human Resources",2014-01-12,,NULL,"LEGACY TENURE"
"Human Resources",2009-02-06,2016-12-06,7.8356,"MEDIUM TERM"
"Human Resources",2002-02-23,,NULL,"LEGACY TENURE"
"Human Resources",2020-08-17,,NULL,"LEGACY TENURE"
"Human Resources",2006-05-15,,NULL,"LEGACY TENURE"
"Human Resources",2016-11-25,,NULL,"LEGACY TENURE"
"Human Resources",2011-09-29,,NULL,"LEGACY TENURE"
"Human Resources",2012-02-02,,NULL,"LEGACY TENURE"
"Human Resources",2005-06-11,,NULL,"LEGACY TENURE"
"Human Resources",2001-02-25,2002-11-03,1.6877,"ENTRY LEVEL"
"Human Resources",2019-01-05,2037-05-21,18.3863,"LEGACY TENURE"
"Human Resources",2019-11-04,2020-03-24,0.3863,"ENTRY LEVEL"
"Human Resources",2002-10-05,2021-03-26,18.4849,"LEGACY TENURE"
"Human Resources",2020-04-21,2022-10-06,2.4603,"ENTRY LEVEL"
"Human Resources",2017-03-10,,NULL,"LEGACY TENURE"
"Human Resources",2013-12-27,,NULL,"LEGACY TENURE"
"Human Resources",2010-09-30,,NULL,"LEGACY TENURE"
"Human Resources",2017-07-25,,NULL,"LEGACY TENURE"
"Human Resources",2020-08-26,,NULL,"LEGACY TENURE"
"Human Resources",2004-10-15,,NULL,"LEGACY TENURE"
"Human Resources",2004-03-01,,NULL,"LEGACY TENURE"
"Human Resources",2019-04-16,,NULL,"LEGACY TENURE"
"Human Resources",2008-07-05,,NULL,"LEGACY TENURE"
"Human Resources",2009-01-19,,NULL,"LEGACY TENURE"
"Human Resources",2002-11-24,,NULL,"LEGACY TENURE"
"Human Resources",2019-03-07,,NULL,"LEGACY TENURE"
"Human Resources",2002-04-02,,NULL,"LEGACY TENURE"
"Human Resources",2007-02-28,,NULL,"LEGACY TENURE"
"Human Resources",2005-07-30,,NULL,"LEGACY TENURE"
"Human Resources",2015-01-23,,NULL,"LEGACY TENURE"
"Human Resources",2012-02-24,,NULL,"LEGACY TENURE"
"Human Resources",2012-07-21,,NULL,"LEGACY TENURE"
"Human Resources",2016-12-31,,NULL,"LEGACY TENURE"
"Human Resources",2014-12-23,,NULL,"LEGACY TENURE"
"Human Resources",2009-12-07,,NULL,"LEGACY TENURE"
"Human Resources",2005-06-25,,NULL,"LEGACY TENURE"
"Human Resources",2018-07-06,2031-05-28,12.9014,"LONG TERM"
"Human Resources",2013-06-18,,NULL,"LEGACY TENURE"
"Human Resources",2004-06-16,,NULL,"LEGACY TENURE"
"Human Resources",2015-03-18,,NULL,"LEGACY TENURE"
"Human Resources",2020-04-01,,NULL,"LEGACY TENURE"
"Human Resources",2006-04-13,,NULL,"LEGACY TENURE"
"Human Resources",2005-02-21,,NULL,"LEGACY TENURE"
"Human Resources",2012-04-02,,NULL,"LEGACY TENURE"
"Human Resources",2003-01-07,,NULL,"LEGACY TENURE"
"Human Resources",2006-08-15,,NULL,"LEGACY TENURE"
"Human Resources",2018-03-28,,NULL,"LEGACY TENURE"
"Human Resources",2003-07-14,2004-03-22,0.6904,"ENTRY LEVEL"
"Human Resources",2014-03-08,,NULL,"LEGACY TENURE"
"Human Resources",2011-08-31,,NULL,"LEGACY TENURE"
"Human Resources",2017-04-08,,NULL,"LEGACY TENURE"
"Human Resources",2015-01-06,,NULL,"LEGACY TENURE"
"Human Resources",2008-05-14,,NULL,"LEGACY TENURE"
"Human Resources",2016-06-25,2024-09-19,8.2411,"MEDIUM TERM"
"Human Resources",2019-12-19,,NULL,"LEGACY TENURE"
"Human Resources",2004-04-17,,NULL,"LEGACY TENURE"
"Human Resources",2002-03-06,,NULL,"LEGACY TENURE"
"Human Resources",2013-08-27,,NULL,"LEGACY TENURE"
"Human Resources",2002-07-26,,NULL,"LEGACY TENURE"
"Human Resources",2001-08-30,2003-12-29,2.3315,"ENTRY LEVEL"
"Human Resources",2003-07-29,,NULL,"LEGACY TENURE"
"Human Resources",2004-01-27,,NULL,"LEGACY TENURE"
"Human Resources",2018-09-15,,NULL,"LEGACY TENURE"
"Human Resources",2008-08-23,,NULL,"LEGACY TENURE"
"Human Resources",2016-10-19,,NULL,"LEGACY TENURE"
"Human Resources",2013-09-08,,NULL,"LEGACY TENURE"
"Human Resources",2008-03-02,,NULL,"LEGACY TENURE"
"Human Resources",2005-09-17,,NULL,"LEGACY TENURE"
"Human Resources",2016-02-14,,NULL,"LEGACY TENURE"
"Human Resources",2003-04-13,,NULL,"LEGACY TENURE"
"Human Resources",2012-10-01,,NULL,"LEGACY TENURE"
"Human Resources",2011-10-26,2024-06-19,12.6575,"LONG TERM"
"Human Resources",2006-08-18,,NULL,"LEGACY TENURE"
"Human Resources",2013-12-26,2015-02-28,1.1753,"ENTRY LEVEL"
"Human Resources",2018-11-29,,NULL,"LEGACY TENURE"
"Human Resources",2010-09-13,,NULL,"LEGACY TENURE"
"Human Resources",2013-01-21,,NULL,"LEGACY TENURE"
"Human Resources",2014-12-23,,NULL,"LEGACY TENURE"
"Human Resources",2006-08-24,,NULL,"LEGACY TENURE"
"Human Resources",2011-07-23,,NULL,"LEGACY TENURE"
"Human Resources",2019-03-06,,NULL,"LEGACY TENURE"
"Human Resources",2012-09-11,,NULL,"LEGACY TENURE"
"Human Resources",2015-11-07,,NULL,"LEGACY TENURE"
"Human Resources",2006-04-30,,NULL,"LEGACY TENURE"
"Human Resources",2003-04-20,,NULL,"LEGACY TENURE"
"Human Resources",2004-10-11,,NULL,"LEGACY TENURE"
"Human Resources",2007-03-29,,NULL,"LEGACY TENURE"
"Human Resources",2020-06-17,,NULL,"LEGACY TENURE"
"Human Resources",2007-09-06,,NULL,"LEGACY TENURE"
"Human Resources",2008-07-06,,NULL,"LEGACY TENURE"
"Human Resources",2015-11-20,2021-07-16,5.6575,"MEDIUM TERM"
"Human Resources",2007-09-30,,NULL,"LEGACY TENURE"
"Human Resources",2019-10-18,,NULL,"LEGACY TENURE"
"Human Resources",2017-12-27,,NULL,"LEGACY TENURE"
"Human Resources",2005-03-25,,NULL,"LEGACY TENURE"
"Human Resources",2009-06-22,,NULL,"LEGACY TENURE"
"Human Resources",2003-08-07,,NULL,"LEGACY TENURE"
"Human Resources",2006-04-29,,NULL,"LEGACY TENURE"
"Human Resources",2013-10-24,2017-01-09,3.2137,"MEDIUM TERM"
"Human Resources",2003-07-06,,NULL,"LEGACY TENURE"
"Human Resources",2013-08-22,,NULL,"LEGACY TENURE"
"Human Resources",2006-03-05,,NULL,"LEGACY TENURE"
"Human Resources",2010-07-26,,NULL,"LEGACY TENURE"
"Human Resources",2002-03-29,2022-01-27,19.8466,"LEGACY TENURE"
"Human Resources",2002-10-08,,NULL,"LEGACY TENURE"
"Human Resources",2018-05-13,2030-02-09,11.7534,"LONG TERM"
"Human Resources",2017-09-17,,NULL,"LEGACY TENURE"
"Human Resources",2005-07-08,,NULL,"LEGACY TENURE"
"Human Resources",2018-02-05,,NULL,"LEGACY TENURE"
"Human Resources",2002-06-20,,NULL,"LEGACY TENURE"
"Human Resources",2020-05-20,,NULL,"LEGACY TENURE"
"Human Resources",2002-09-25,,NULL,"LEGACY TENURE"
"Human Resources",2011-05-26,,NULL,"LEGACY TENURE"
"Human Resources",2006-03-13,,NULL,"LEGACY TENURE"
"Human Resources",2002-04-12,,NULL,"LEGACY TENURE"
"Human Resources",2015-06-06,,NULL,"LEGACY TENURE"
"Human Resources",2007-02-18,,NULL,"LEGACY TENURE"
"Human Resources",2010-11-21,2024-07-23,13.6795,"LONG TERM"
"Human Resources",2013-01-17,,NULL,"LEGACY TENURE"
"Human Resources",2013-02-12,,NULL,"LEGACY TENURE"
"Human Resources",2004-10-24,,NULL,"LEGACY TENURE"
"Human Resources",2011-10-17,,NULL,"LEGACY TENURE"
"Human Resources",2012-12-24,,NULL,"LEGACY TENURE"
"Human Resources",2005-09-24,,NULL,"LEGACY TENURE"
"Human Resources",2001-04-13,,NULL,"LEGACY TENURE"
"Human Resources",2017-07-12,,NULL,"LEGACY TENURE"
"Human Resources",2005-04-28,,NULL,"LEGACY TENURE"
"Human Resources",2011-03-05,,NULL,"LEGACY TENURE"
"Human Resources",2017-01-02,,NULL,"LEGACY TENURE"
"Human Resources",2009-06-01,,NULL,"LEGACY TENURE"
"Human Resources",2017-05-13,2027-12-02,10.5616,"LONG TERM"
"Human Resources",2004-03-16,2014-03-02,9.9671,"MEDIUM TERM"
"Human Resources",2020-12-03,,NULL,"LEGACY TENURE"
"Human Resources",2015-11-26,,NULL,"LEGACY TENURE"
"Human Resources",2011-04-28,,NULL,"LEGACY TENURE"
"Human Resources",2018-04-05,,NULL,"LEGACY TENURE"
"Human Resources",2010-10-09,,NULL,"LEGACY TENURE"
"Human Resources",2001-11-29,,NULL,"LEGACY TENURE"
"Human Resources",2012-03-04,,NULL,"LEGACY TENURE"
"Human Resources",2013-06-26,,NULL,"LEGACY TENURE"
"Human Resources",2009-12-30,,NULL,"LEGACY TENURE"
"Human Resources",2015-10-07,,NULL,"LEGACY TENURE"
"Human Resources",2004-04-28,,NULL,"LEGACY TENURE"
"Human Resources",2006-04-15,,NULL,"LEGACY TENURE"
"Human Resources",2015-01-29,,NULL,"LEGACY TENURE"
"Human Resources",2015-07-25,,NULL,"LEGACY TENURE"
"Human Resources",2007-12-21,2021-04-05,13.2986,"LONG TERM"
"Human Resources",2013-03-04,,NULL,"LEGACY TENURE"
"Human Resources",2009-05-17,,NULL,"LEGACY TENURE"
"Human Resources",2016-05-04,,NULL,"LEGACY TENURE"
"Human Resources",2016-05-20,,NULL,"LEGACY TENURE"
"Human Resources",2014-03-07,,NULL,"LEGACY TENURE"
"Human Resources",2013-06-22,,NULL,"LEGACY TENURE"
"Human Resources",2004-04-12,,NULL,"LEGACY TENURE"
"Human Resources",2003-06-19,2011-10-11,8.3178,"MEDIUM TERM"
"Human Resources",2005-02-14,,NULL,"LEGACY TENURE"
"Human Resources",2017-04-19,2028-11-06,11.5589,"LONG TERM"
"Human Resources",2001-06-06,,NULL,"LEGACY TENURE"
"Human Resources",2019-10-17,,NULL,"LEGACY TENURE"
"Human Resources",2001-12-18,2005-09-07,3.7233,"MEDIUM TERM"
"Human Resources",2014-10-09,,NULL,"LEGACY TENURE"
"Human Resources",2016-07-31,,NULL,"LEGACY TENURE"
"Human Resources",2006-12-04,2025-09-30,18.8356,"LEGACY TENURE"
"Human Resources",2011-04-23,,NULL,"LEGACY TENURE"
"Human Resources",2005-03-01,,NULL,"LEGACY TENURE"
"Human Resources",2016-09-05,,NULL,"LEGACY TENURE"
"Human Resources",2007-03-24,,NULL,"LEGACY TENURE"
"Human Resources",2014-11-23,,NULL,"LEGACY TENURE"
"Human Resources",2004-11-24,2012-03-25,7.3370,"MEDIUM TERM"
"Human Resources",2004-05-14,2010-12-24,6.6164,"MEDIUM TERM"
"Human Resources",2013-06-20,2033-10-01,20.2959,"LEGACY TENURE"
"Human Resources",2001-07-08,,NULL,"LEGACY TENURE"
"Human Resources",2003-05-24,,NULL,"LEGACY TENURE"
"Human Resources",2004-05-06,,NULL,"LEGACY TENURE"
"Human Resources",2017-09-27,,NULL,"LEGACY TENURE"
"Human Resources",2003-09-25,,NULL,"LEGACY TENURE"
"Human Resources",2005-05-24,,NULL,"LEGACY TENURE"
"Human Resources",2007-09-17,,NULL,"LEGACY TENURE"
"Human Resources",2009-11-14,,NULL,"LEGACY TENURE"
"Human Resources",2011-07-07,,NULL,"LEGACY TENURE"
"Human Resources",2001-05-10,,NULL,"LEGACY TENURE"
"Human Resources",2010-04-03,,NULL,"LEGACY TENURE"
"Human Resources",2016-04-14,,NULL,"LEGACY TENURE"
"Human Resources",2017-03-26,,NULL,"LEGACY TENURE"
"Human Resources",2012-01-15,2019-08-14,7.5836,"MEDIUM TERM"
"Human Resources",2011-06-25,,NULL,"LEGACY TENURE"
"Human Resources",2005-02-24,2024-02-13,18.9808,"LEGACY TENURE"
"Human Resources",2017-06-29,,NULL,"LEGACY TENURE"
"Human Resources",2002-01-28,,NULL,"LEGACY TENURE"
"Human Resources",2009-09-03,2017-03-16,7.5370,"MEDIUM TERM"
"Human Resources",2015-10-14,,NULL,"LEGACY TENURE"
"Human Resources",2006-07-07,2018-07-09,12.0137,"LONG TERM"
"Human Resources",2020-10-17,,NULL,"LEGACY TENURE"
"Human Resources",2004-12-18,2017-05-02,12.3781,"LONG TERM"
"Human Resources",2010-02-25,,NULL,"LEGACY TENURE"
"Human Resources",2013-08-14,,NULL,"LEGACY TENURE"
"Human Resources",2005-03-13,,NULL,"LEGACY TENURE"
"Human Resources",2010-01-07,,NULL,"LEGACY TENURE"
"Human Resources",2020-07-29,,NULL,"LEGACY TENURE"
"Human Resources",2016-12-19,,NULL,"LEGACY TENURE"
"Human Resources",2005-09-01,,NULL,"LEGACY TENURE"
"Human Resources",2009-12-04,2015-08-12,5.6904,"MEDIUM TERM"
"Human Resources",2007-09-07,,NULL,"LEGACY TENURE"
"Human Resources",2019-11-18,,NULL,"LEGACY TENURE"
"Human Resources",2020-01-26,,NULL,"LEGACY TENURE"
"Human Resources",2014-07-09,,NULL,"LEGACY TENURE"
"Human Resources",2018-04-02,,NULL,"LEGACY TENURE"
"Human Resources",2002-08-18,,NULL,"LEGACY TENURE"
"Human Resources",2013-04-30,,NULL,"LEGACY TENURE"
"Human Resources",2012-11-29,,NULL,"LEGACY TENURE"
"Human Resources",2020-11-13,,NULL,"LEGACY TENURE"
"Human Resources",2007-01-05,2021-10-23,14.8082,"LONG TERM"
"Human Resources",2020-02-18,,NULL,"LEGACY TENURE"
"Human Resources",2011-03-22,,NULL,"LEGACY TENURE"
"Human Resources",2007-02-01,,NULL,"LEGACY TENURE"
"Human Resources",2015-09-18,,NULL,"LEGACY TENURE"
"Human Resources",2007-10-18,,NULL,"LEGACY TENURE"
"Human Resources",2009-12-09,,NULL,"LEGACY TENURE"
"Human Resources",2017-01-27,,NULL,"LEGACY TENURE"
"Human Resources",2017-11-30,,NULL,"LEGACY TENURE"
"Human Resources",2009-12-10,,NULL,"LEGACY TENURE"
"Human Resources",2013-02-24,,NULL,"LEGACY TENURE"
"Human Resources",2017-03-30,,NULL,"LEGACY TENURE"
"Human Resources",2020-10-10,,NULL,"LEGACY TENURE"
"Human Resources",2010-02-26,,NULL,"LEGACY TENURE"
"Human Resources",2001-05-12,,NULL,"LEGACY TENURE"
"Human Resources",2013-02-19,,NULL,"LEGACY TENURE"
"Human Resources",2006-10-12,,NULL,"LEGACY TENURE"
"Human Resources",2014-03-22,,NULL,"LEGACY TENURE"
"Human Resources",2010-09-29,2025-02-23,14.4137,"LONG TERM"
"Human Resources",2004-04-19,,NULL,"LEGACY TENURE"
"Human Resources",2002-02-25,,NULL,"LEGACY TENURE"
"Human Resources",2005-01-30,,NULL,"LEGACY TENURE"
"Human Resources",2005-05-09,,NULL,"LEGACY TENURE"
"Human Resources",2010-08-27,,NULL,"LEGACY TENURE"
"Human Resources",2019-12-20,,NULL,"LEGACY TENURE"
"Human Resources",2014-08-03,,NULL,"LEGACY TENURE"
"Human Resources",2007-05-05,,NULL,"LEGACY TENURE"
"Human Resources",2018-02-24,2035-04-03,17.1151,"LEGACY TENURE"
"Human Resources",2002-03-22,,NULL,"LEGACY TENURE"
"Human Resources",2004-12-27,,NULL,"LEGACY TENURE"
"Human Resources",2007-01-24,,NULL,"LEGACY TENURE"
"Human Resources",2010-09-18,,NULL,"LEGACY TENURE"
"Human Resources",2001-09-10,,NULL,"LEGACY TENURE"
"Human Resources",2002-09-11,,NULL,"LEGACY TENURE"
"Human Resources",2003-04-16,,NULL,"LEGACY TENURE"
"Human Resources",2004-01-24,2021-02-12,17.0658,"LEGACY TENURE"
"Human Resources",2002-05-03,,NULL,"LEGACY TENURE"
"Human Resources",2015-06-13,,NULL,"LEGACY TENURE"
"Human Resources",2016-07-23,2022-07-12,5.9726,"MEDIUM TERM"
"Human Resources",2012-09-23,,NULL,"LEGACY TENURE"
"Human Resources",2008-03-08,2024-10-09,16.6000,"LEGACY TENURE"
"Human Resources",2001-08-08,2007-10-31,6.2329,"MEDIUM TERM"
"Human Resources",2016-05-03,,NULL,"LEGACY TENURE"
"Human Resources",2008-10-01,,NULL,"LEGACY TENURE"
"Human Resources",2016-02-22,,NULL,"LEGACY TENURE"
"Human Resources",2006-01-05,,NULL,"LEGACY TENURE"
"Human Resources",2015-08-28,2023-02-17,7.4795,"MEDIUM TERM"
"Human Resources",2007-06-02,,NULL,"LEGACY TENURE"
"Human Resources",2014-10-10,,NULL,"LEGACY TENURE"
"Human Resources",2016-09-18,2031-06-15,14.7479,"LONG TERM"
"Human Resources",2005-08-23,,NULL,"LEGACY TENURE"
"Human Resources",2002-11-24,,NULL,"LEGACY TENURE"
"Human Resources",2008-11-27,,NULL,"LEGACY TENURE"
"Human Resources",2001-11-12,,NULL,"LEGACY TENURE"
"Human Resources",2009-04-22,,NULL,"LEGACY TENURE"
"Human Resources",2019-08-13,,NULL,"LEGACY TENURE"
"Human Resources",2004-02-28,,NULL,"LEGACY TENURE"
"Human Resources",2009-07-11,,NULL,"LEGACY TENURE"
"Human Resources",2007-05-14,,NULL,"LEGACY TENURE"
"Human Resources",2015-09-15,,NULL,"LEGACY TENURE"
"Human Resources",2014-02-11,,NULL,"LEGACY TENURE"
"Human Resources",2012-08-18,,NULL,"LEGACY TENURE"
"Human Resources",2003-07-26,2015-01-14,11.4795,"LONG TERM"
"Human Resources",2007-11-10,2026-11-22,19.0466,"LEGACY TENURE"
"Human Resources",2006-10-18,2018-01-16,11.2548,"LONG TERM"
"Human Resources",2016-10-18,,NULL,"LEGACY TENURE"
"Human Resources",2001-06-09,,NULL,"LEGACY TENURE"
"Human Resources",2003-09-15,2012-08-21,8.9397,"MEDIUM TERM"
"Human Resources",2019-10-12,,NULL,"LEGACY TENURE"
"Human Resources",2001-05-04,,NULL,"LEGACY TENURE"
"Human Resources",2001-11-14,2017-02-18,15.2740,"LONG TERM"
"Human Resources",2005-10-31,,NULL,"LEGACY TENURE"
"Human Resources",2002-08-27,,NULL,"LEGACY TENURE"
"Human Resources",2019-07-17,,NULL,"LEGACY TENURE"
"Human Resources",2001-06-23,,NULL,"LEGACY TENURE"
"Human Resources",2012-01-01,,NULL,"LEGACY TENURE"
"Human Resources",2019-01-07,,NULL,"LEGACY TENURE"
"Human Resources",2011-12-26,,NULL,"LEGACY TENURE"
"Human Resources",2016-07-04,,NULL,"LEGACY TENURE"
"Human Resources",2010-11-25,,NULL,"LEGACY TENURE"
"Human Resources",2020-05-08,,NULL,"LEGACY TENURE"
"Human Resources",2012-09-01,,NULL,"LEGACY TENURE"
"Human Resources",2011-11-24,,NULL,"LEGACY TENURE"
"Human Resources",2003-11-19,2017-06-21,13.5973,"LONG TERM"
"Human Resources",2002-11-09,,NULL,"LEGACY TENURE"
"Human Resources",2017-04-28,2024-09-01,7.3507,"MEDIUM TERM"
"Human Resources",2013-05-23,,NULL,"LEGACY TENURE"
"Human Resources",2018-12-22,,NULL,"LEGACY TENURE"
"Human Resources",2013-03-01,,NULL,"LEGACY TENURE"
"Human Resources",2018-03-22,,NULL,"LEGACY TENURE"
"Human Resources",2019-07-13,,NULL,"LEGACY TENURE"
"Human Resources",2020-03-01,,NULL,"LEGACY TENURE"
"Human Resources",2009-08-13,2014-06-03,4.8082,"MEDIUM TERM"
"Human Resources",2018-08-08,,NULL,"LEGACY TENURE"
"Human Resources",2015-04-25,,NULL,"LEGACY TENURE"
"Human Resources",2009-11-22,,NULL,"LEGACY TENURE"
"Human Resources",2001-12-21,,NULL,"LEGACY TENURE"
"Human Resources",2008-12-17,2016-03-27,7.2795,"MEDIUM TERM"
"Human Resources",2018-05-27,,NULL,"LEGACY TENURE"
"Human Resources",2004-05-31,2010-12-03,6.5123,"MEDIUM TERM"
"Human Resources",2008-07-31,,NULL,"LEGACY TENURE"
"Human Resources",2007-04-10,,NULL,"LEGACY TENURE"
"Human Resources",2010-09-23,,NULL,"LEGACY TENURE"
"Human Resources",2016-01-07,,NULL,"LEGACY TENURE"
"Human Resources",2010-05-19,2023-01-17,12.6740,"LONG TERM"
"Human Resources",2015-05-09,,NULL,"LEGACY TENURE"
"Human Resources",2005-01-02,,NULL,"LEGACY TENURE"
"Human Resources",2010-05-09,,NULL,"LEGACY TENURE"
"Human Resources",2014-11-04,,NULL,"LEGACY TENURE"
"Human Resources",2000-11-26,,NULL,"LEGACY TENURE"
"Human Resources",2004-03-22,2005-03-23,1.0027,"ENTRY LEVEL"
"Human Resources",2012-06-07,,NULL,"LEGACY TENURE"
"Human Resources",2017-10-13,,NULL,"LEGACY TENURE"
"Human Resources",2012-06-01,,NULL,"LEGACY TENURE"
"Human Resources",2016-10-21,,NULL,"LEGACY TENURE"
"Human Resources",2017-05-16,,NULL,"LEGACY TENURE"
"Human Resources",2010-04-06,,NULL,"LEGACY TENURE"
"Human Resources",2009-10-20,,NULL,"LEGACY TENURE"
"Human Resources",2008-11-30,,NULL,"LEGACY TENURE"
"Human Resources",2001-01-15,,NULL,"LEGACY TENURE"
"Human Resources",2020-04-30,,NULL,"LEGACY TENURE"
"Human Resources",2016-03-14,,NULL,"LEGACY TENURE"
"Human Resources",2006-09-24,,NULL,"LEGACY TENURE"
"Human Resources",2019-11-23,,NULL,"LEGACY TENURE"
"Human Resources",2018-10-27,,NULL,"LEGACY TENURE"
"Human Resources",2007-08-20,,NULL,"LEGACY TENURE"
"Human Resources",2015-06-06,,NULL,"LEGACY TENURE"
"Human Resources",2006-05-18,,NULL,"LEGACY TENURE"
"Human Resources",2005-10-08,,NULL,"LEGACY TENURE"
"Human Resources",2015-06-18,2027-06-06,11.9753,"LONG TERM"
"Human Resources",2015-03-28,2019-02-01,3.8521,"MEDIUM TERM"
"Human Resources",2017-09-06,,NULL,"LEGACY TENURE"
"Human Resources",2019-11-25,,NULL,"LEGACY TENURE"
"Human Resources",2008-02-12,,NULL,"LEGACY TENURE"
"Human Resources",2001-11-02,,NULL,"LEGACY TENURE"
"Human Resources",2020-05-03,2023-12-08,3.6000,"MEDIUM TERM"
"Human Resources",2015-09-18,,NULL,"LEGACY TENURE"
"Human Resources",2001-04-24,,NULL,"LEGACY TENURE"
"Human Resources",2017-06-07,,NULL,"LEGACY TENURE"
"Human Resources",2005-01-24,,NULL,"LEGACY TENURE"
"Human Resources",2013-07-29,,NULL,"LEGACY TENURE"
"Human Resources",2002-04-04,,NULL,"LEGACY TENURE"
"Human Resources",2011-05-01,2021-06-11,10.1205,"MEDIUM TERM"
"Human Resources",2013-05-09,,NULL,"LEGACY TENURE"
"Human Resources",2020-04-05,2040-04-06,20.0164,"LEGACY TENURE"
"Human Resources",2013-07-16,,NULL,"LEGACY TENURE"
"Human Resources",2006-08-22,,NULL,"LEGACY TENURE"
"Human Resources",2014-09-14,,NULL,"LEGACY TENURE"
"Human Resources",2012-10-10,2025-01-15,12.2740,"LONG TERM"
"Human Resources",2006-03-16,,NULL,"LEGACY TENURE"
"Human Resources",2017-08-10,,NULL,"LEGACY TENURE"
"Human Resources",2019-12-25,,NULL,"LEGACY TENURE"
"Human Resources",2017-04-18,,NULL,"LEGACY TENURE"
"Human Resources",2006-08-04,2014-12-18,8.3781,"MEDIUM TERM"
